Index,Gates,Gates (%),Area,Area (%),Delay,Delay (%)
7994,   1134, 22.7,     1215.16, 77.3,  2869.33, 25.0
7995,    909, 18.6,     1016.87, 81.4,  3361.39, 18.7
7996,    874, 17.5,     1022.70, 82.5,  3653.16, 23.0
7997,    796, 15.7,      962.75, 84.3,  3560.50, 19.1
7998,    776, 13.0,      957.38, 87.0,  3646.10, 21.5
7999,    768, 14.1,      956.45, 85.9,  3635.92, 20.2
8000,    880, 17.5,     1036.70, 82.5,  3478.27, 23.8
8001,    831, 14.3,      993.54, 85.7,  3460.23, 18.8
8002,    880, 20.6,      996.57, 79.4,  3539.86, 18.3
8003,    849, 14.8,      989.81, 85.2,  3500.75, 22.4
8004,    837, 16.6,      984.21, 83.4,  3551.73, 19.1
8005,   1062, 22.1,     1161.50, 77.9,  2968.97, 14.7
8006,    746, 12.9,      941.98, 87.1,  3648.76, 20.5
8007,    811, 12.7,      955.51, 87.3,  3586.95, 19.4
8008,    868, 15.3,     1018.97, 84.7,  3385.43, 21.7
8009,    784, 15.4,      962.51, 84.6,  3751.15, 20.7
8010,    952, 21.3,     1052.09, 78.7,  3385.95, 20.1
8011,    786, 14.9,      958.78, 85.1,  3640.18, 20.0
8012,    772, 16.6,      956.91, 83.4,  3619.29, 19.6
8013,    897, 16.5,     1057.22, 83.5,  3215.10, 26.1
8014,    954, 17.1,     1077.99, 82.9,  3329.19, 16.9
8015,    966, 16.9,     1101.08, 83.1,  3283.39, 26.7
8016,    833, 15.2,      982.81, 84.8,  3537.03, 20.2
8017,    796, 14.4,      965.31, 85.6,  3547.72, 19.3
8018,    810, 12.7,      965.55, 87.3,  3528.93, 18.6
8019,   1064, 23.5,     1143.54, 76.5,  3211.86, 21.2
8020,    904, 17.8,     1039.50, 82.2,  3410.74, 20.6
8021,    972, 19.2,     1083.35, 80.8,  3321.51, 23.4
8022,    845, 15.7,     1010.80, 84.3,  3505.24, 20.2
8023,    796, 14.1,      958.31, 85.9,  3579.86, 19.7
8024,    892, 18.6,     1035.53, 81.4,  3383.74, 22.5
8025,    809, 13.7,      957.15, 86.3,  3672.88, 19.5
8026,    777, 14.7,      955.28, 85.3,  3632.49, 20.7
8027,    799, 16.4,      974.88, 83.6,  3543.55, 20.2
8028,    870, 18.9,     1011.27, 81.1,  3397.44, 17.9
8029,    844, 17.1,      993.07, 82.9,  3610.70, 19.7
8030,    975, 20.2,     1088.95, 79.8,  3258.00, 23.0
8031,    783, 16.2,      957.85, 83.8,  3633.29, 19.8
8032,    794, 16.9,      963.68, 83.1,  3602.55, 18.6
8033,    853, 15.4,     1017.57, 84.6,  3558.99, 22.0
8034,    790, 13.4,      953.42, 86.6,  3692.12, 20.8
8035,    845, 17.3,      980.71, 82.7,  3528.34, 18.6
8036,    975, 19.7,     1111.11, 80.3,  3158.03, 25.4
8037,    799, 13.4,      969.28, 86.6,  3671.86, 21.7
8038,    819, 14.4,      990.51, 85.6,  3460.88, 19.9
8039,    835, 15.4,      987.94, 84.6,  3628.60, 19.6
8040,    825, 16.7,      972.08, 83.3,  3466.93, 19.2
8041,    854, 16.3,     1016.63, 83.7,  3554.34, 21.7
8042,    914, 16.7,     1052.56, 83.3,  3293.46, 25.1
8043,    949, 19.0,     1075.19, 81.0,  3392.56, 16.8
8044,    872, 18.6,     1015.00, 81.4,  3437.12, 21.6
8045,    888, 15.8,     1038.33, 84.2,  3471.20, 24.0
8046,    753, 16.6,      938.49, 83.4,  3648.21, 21.6
8047,    754, 13.4,      939.89, 86.6,  3617.34, 20.3
8048,    804, 14.9,      966.01, 85.1,  3771.99, 19.9
8049,    872, 18.2,     1014.07, 81.8,  3494.04, 19.4
8050,    824, 15.9,      973.94, 84.1,  3481.03, 19.1
8051,    830, 17.5,      986.31, 82.5,  3472.50, 19.0
8052,    857, 16.5,     1009.87, 83.5,  3462.00, 18.8
8053,    827, 15.1,      967.41, 84.9,  3559.91, 18.9
8054,    795, 13.3,      949.68, 86.7,  3553.96, 19.9
8055,    865, 19.0,     1004.50, 81.0,  3623.35, 19.0
8056,    813, 14.3,      973.48, 85.7,  3586.70, 20.8
8057,    815, 16.3,      980.01, 83.7,  3566.52, 19.3
8058,    842, 15.1,      995.17, 84.9,  3329.57, 19.5
8059,    831, 17.0,      987.47, 83.0,  3580.19, 19.6
8060,    963, 20.6,     1095.48, 79.4,  3208.76, 24.4
8061,    792, 14.4,      947.35, 85.6,  3688.75, 19.9
8062,    841, 17.1,     1007.07, 82.9,  3395.39, 22.1
8063,    779, 14.4,      958.31, 85.6,  3649.04, 20.5
8064,    787, 13.6,      948.98, 86.4,  3651.24, 20.6
8065,    803, 15.1,      959.25, 84.9,  3543.77, 19.2
8066,    818, 18.0,      968.35, 82.0,  3681.10, 20.8
8067,    814, 13.9,      989.57, 86.1,  3551.99, 20.5
8068,   1123, 21.8,     1203.02, 78.2,  2948.54, 26.2
8069,    831, 14.9,      976.98, 85.1,  3645.60, 21.2
8070,    810, 14.0,      989.81, 86.0,  3698.08, 21.6
8071,    802, 13.8,      968.11, 86.2,  3569.41, 20.6
8072,    854, 15.0,      993.07, 85.0,  3488.28, 19.0
8073,    764, 14.3,      938.49, 85.7,  3670.73, 20.7
8074,    944, 21.8,     1076.12, 78.2,  3461.36, 16.6
8075,    792, 15.4,      964.38, 84.6,  3685.97, 20.1
8076,    989, 21.0,     1086.85, 79.0,  3295.35, 21.7
8077,    825, 15.2,      982.81, 84.8,  3563.46, 19.8
8078,    824, 15.7,      985.61, 84.3,  3555.33, 19.8
8079,    831, 13.7,      987.24, 86.3,  3441.75, 19.9
8080,    859, 16.3,     1006.37, 83.7,  3450.23, 20.3
8081,   1060, 21.5,     1157.07, 78.5,  3154.48, 26.0
8082,    804, 13.4,      972.78, 86.6,  3557.68, 20.3
8083,    934, 19.1,     1051.86, 80.9,  3454.54, 16.6
8084,    807, 14.3,      973.48, 85.7,  3537.43, 20.1
8085,    850, 15.6,     1001.24, 84.4,  3564.28, 21.4
8086,    799, 14.8,      975.81, 85.2,  3675.23, 21.7
8087,    790, 14.1,      954.58, 85.9,  3722.89, 20.0
8088,    966, 19.2,     1093.15, 80.8,  3354.39, 15.8
8089,    797, 15.1,      959.48, 84.9,  3678.98, 20.5
8090,    849, 15.9,     1019.90, 84.1,  3480.41, 22.5
8091,    839, 14.4,      985.37, 85.6,  3483.95, 19.7
8092,    766, 15.0,      954.82, 85.0,  3667.58, 20.5
8093,    836, 16.7,      981.88, 83.3,  3531.28, 18.1
8094,   1077, 23.3,     1189.49, 76.7,  2983.85, 14.2
8095,    816, 16.1,      985.84, 83.9,  3391.30, 18.5
8096,    835, 16.3,      995.64, 83.7,  3552.19, 21.0
8097,    896, 18.8,     1048.59, 81.2,  3441.16, 23.3
8098,   1069, 21.2,     1193.23, 78.8,  3005.37, 27.0
8099,    917, 16.0,     1057.69, 84.0,  3263.17, 24.3
8100,    786, 14.2,      966.95, 85.8,  3644.43, 21.6
8101,    872, 18.5,     1006.84, 81.5,  3491.85, 19.5
8102,    823, 15.2,      982.58, 84.8,  3561.66, 20.0
8103,    735, 11.8,      934.99, 88.2,  3716.09, 21.8
8104,    789, 11.4,      964.61, 88.6,  3566.19, 19.9
8105,    803, 14.7,      975.81, 85.3,  3559.95, 20.3
8106,    952, 21.0,     1088.95, 79.0,  3281.92, 16.2
8107,    816, 15.2,      985.84, 84.8,  3609.65, 21.6
8108,    794, 14.7,      967.88, 85.3,  3598.90, 20.3
8109,    831, 17.3,     1005.90, 82.7,  3590.92, 23.6
8110,    924, 16.2,     1044.16, 83.8,  3475.53, 17.5
8111,    772, 13.1,      941.28, 86.9,  3757.55, 21.1
8112,    827, 13.9,      983.04, 86.1,  3554.43, 19.0
8113,    828, 16.7,      982.58, 83.3,  3688.71, 19.4
8114,    869, 16.6,     1014.07, 83.4,  3438.61, 19.7
8115,    802, 15.5,      956.21, 84.5,  3576.43, 20.2
8116,    813, 15.3,      977.68, 84.7,  3545.79, 21.2
8117,    810, 14.6,      980.94, 85.4,  3559.66, 20.4
8118,    862, 16.2,     1006.14, 83.8,  3432.60, 19.8
8119,    838, 15.5,      990.04, 84.5,  3538.23, 19.0
8120,    846, 17.6,      996.81, 82.4,  3472.06, 19.0
8121,    970, 18.0,     1103.88, 82.0,  3193.96, 24.3
8122,    798, 14.2,      968.11, 85.8,  3648.91, 19.8
8123,    763, 13.2,      945.02, 86.8,  3615.35, 22.3
8124,    794, 14.6,      972.08, 85.4,  3727.65, 20.4
8125,    887, 17.9,     1032.50, 82.1,  3455.87, 20.9
8126,    822, 16.3,      976.51, 83.7,  3460.46, 18.7
8127,    815, 15.2,      984.67, 84.8,  3529.05, 21.3
8128,    809, 16.9,      977.91, 83.1,  3634.53, 19.8
8129,    792, 15.2,      958.78, 84.8,  3642.44, 22.0
8130,    826, 14.6,      984.44, 85.4,  3436.13, 19.5
8131,    891, 16.7,     1050.46, 83.3,  3391.60, 24.1
8132,   1004, 20.8,     1103.41, 79.2,  3176.14, 22.6
8133,   1150, 22.9,     1215.62, 77.1,  2981.34, 13.8
8134,    815, 14.0,      986.31, 86.0,  3638.64, 21.0
8135,    832, 15.0,      995.64, 85.0,  3666.58, 23.2
8136,   1059, 20.2,     1162.20, 79.8,  3229.61, 15.4
8137,    828, 16.1,      992.14, 83.9,  3508.36, 19.1
8138,    819, 15.3,      983.74, 84.7,  3667.83, 19.7
8139,    841, 15.3,      984.44, 84.7,  3523.87, 20.6
8140,    776, 12.8,      964.38, 87.2,  3573.13, 20.9
8141,    827, 13.8,      973.24, 86.2,  3476.64, 19.1
8142,    791, 15.4,      973.24, 84.6,  3583.49, 21.4
8143,    791, 14.5,      951.55, 85.5,  3629.56, 19.6
8144,    777, 14.7,      944.55, 85.3,  3712.71, 19.9
8145,    907, 17.4,     1021.07, 82.6,  3399.37, 21.1
8146,    805, 15.5,      997.97, 84.5,  3495.64, 23.5
8147,    788, 17.0,      955.05, 83.0,  3613.15, 19.3
8148,   1131, 24.0,     1205.36, 76.0,  3079.49, 13.6
8149,    782, 13.2,      954.12, 86.8,  3531.72, 19.8
8150,    791, 14.2,      941.28, 85.8,  3628.80, 20.6
8151,    797, 15.6,      956.21, 84.4,  3700.85, 19.1
8152,    837, 14.7,     1005.44, 85.3,  3477.33, 21.6
8153,    783, 14.8,      947.58, 85.2,  3675.49, 20.3
8154,    819, 15.0,     1000.77, 85.0,  3430.84, 22.7
8155,   1067, 23.1,     1160.57, 76.9,  3200.56, 25.9
8156,    748, 13.0,      939.19, 87.0,  3661.56, 21.1
8157,    787, 15.2,      950.15, 84.8,  3584.73, 20.5
8158,    839, 17.0,     1006.84, 83.0,  3388.29, 21.2
8159,    819, 17.3,      969.98, 82.7,  3547.68, 18.3
8160,    791, 17.4,      963.68, 82.6,  3583.30, 19.3
8161,   1039, 23.7,     1130.94, 76.3,  3135.98, 21.8
8162,    824, 12.4,      965.55, 87.6,  3566.53, 19.3
8163,    863, 17.3,     1027.13, 82.7,  3572.11, 22.7
8164,   1111, 21.8,     1186.00, 78.2,  3107.84, 14.0
8165,    786, 15.0,      973.94, 85.0,  3683.87, 20.6
8166,    833, 13.3,      992.37, 86.7,  3578.44, 21.7
8167,    791, 14.2,      955.28, 85.8,  3636.41, 19.8
8168,    815, 17.3,      983.74, 82.7,  3626.17, 19.4
8169,    803, 13.2,      989.11, 86.8,  3564.61, 23.0
8170,    867, 19.6,     1018.03, 80.4,  3429.29, 19.6
8171,    825, 17.1,      990.74, 82.9,  3600.62, 18.4
8172,   1153, 22.2,     1227.05, 77.8,  2908.90, 13.5
8173,    853, 16.9,      991.91, 83.1,  3562.76, 20.0
8174,    815, 14.7,      971.14, 85.3,  3558.23, 19.0
8175,    786, 14.9,      963.45, 85.1,  3703.83, 21.2
8176,    825, 15.6,      966.25, 84.4,  3540.64, 19.6
8177,    776, 14.4,      950.15, 85.6,  3707.39, 20.4
8178,    874, 15.4,     1008.70, 84.6,  3535.18, 22.8
8179,    829, 15.9,      999.14, 84.1,  3488.13, 19.1
8180,    823, 11.7,      983.98, 88.3,  3422.44, 18.6
8181,    745, 13.0,      943.62, 87.0,  3681.71, 20.5
8182,    889, 17.1,     1034.60, 82.9,  3374.50, 19.1
8183,    869, 16.8,     1022.93, 83.2,  3464.90, 20.6
8184,    826, 15.6,      993.54, 84.4,  3503.71, 20.5
8185,    777, 16.0,      954.58, 84.0,  3725.29, 20.8
8186,    948, 18.6,     1091.98, 81.4,  3246.75, 25.0
8187,    981, 19.5,     1081.72, 80.5,  3231.37, 22.4
8188,    776, 14.2,      944.78, 85.8,  3634.81, 19.8
8189,    830, 16.7,      986.54, 83.3,  3627.89, 19.9
8190,   1087, 21.1,     1180.86, 78.9,  3031.25, 13.9
8191,    761, 15.2,      957.15, 84.8,  3634.60, 19.6
8192,    895, 18.8,     1048.59, 81.2,  3346.09, 22.5
8193,    976, 20.4,     1106.68, 79.6,  3304.21, 15.6
8194,    827, 16.2,      983.04, 83.8,  3536.42, 19.2
8195,    790, 14.9,      971.84, 85.1,  3585.71, 19.5
8196,    787, 16.3,      966.48, 83.7,  3622.91, 19.7
8197,    818, 15.8,      986.54, 84.2,  3655.43, 19.3
8198,   1002, 18.4,     1122.54, 81.6,  3130.87, 15.1
8199,    939, 16.5,     1062.12, 83.5,  3280.24, 25.0
8200,    806, 15.9,      972.31, 84.1,  3522.97, 19.1
8201,    814, 15.7,      988.17, 84.3,  3563.77, 20.8
8202,    774, 11.5,      969.28, 88.5,  3544.84, 22.6
8203,    911, 15.7,     1061.89, 84.3,  3334.57, 17.0
8204,    885, 16.8,     1027.13, 83.2,  3397.65, 20.6
8205,    782, 13.3,      949.45, 86.7,  3688.03, 20.7
8206,    903, 18.1,     1039.03, 81.9,  3382.49, 19.6
8207,    982, 20.4,     1105.28, 79.6,  3326.31, 15.9
8208,    987, 20.1,     1102.95, 79.9,  3336.50, 15.6
8209,    840, 16.0,      965.55, 84.0,  3610.93, 19.3
8210,    996, 21.0,     1119.74, 79.0,  3257.82, 22.1
8211,    802, 14.3,      967.65, 85.7,  3659.13, 22.8
8212,   1029, 19.1,     1133.51, 80.9,  3291.52, 15.0
8213,    790, 12.5,      963.45, 87.5,  3624.86, 20.9
8214,    828, 16.5,      985.14, 83.5,  3530.53, 18.5
8215,    818, 16.5,      976.74, 83.5,  3626.95, 20.2
8216,    775, 13.8,      951.32, 86.2,  3641.86, 20.1
8217,    988, 19.6,     1093.62, 80.4,  3304.49, 23.3
8218,    847, 17.2,     1008.70, 82.8,  3394.00, 20.4
8219,    870, 17.9,     1007.07, 82.1,  3586.17, 21.6
8220,    831, 17.3,      979.31, 82.7,  3557.56, 18.2
8221,    789, 13.4,      958.31, 86.6,  3592.68, 20.0
8222,    810, 17.5,      968.35, 82.5,  3628.81, 19.8
8223,    897, 17.3,     1036.00, 82.7,  3417.19, 21.4
8224,    915, 17.8,     1059.56, 82.2,  3419.11, 17.3
8225,    847, 17.0,      996.57, 83.0,  3606.11, 21.8
8226,    833, 15.5,      979.54, 84.5,  3527.91, 18.7
8227,    999, 21.4,     1120.91, 78.6,  3330.77, 15.6
8228,   1044, 20.1,     1169.67, 79.9,  3181.72, 14.6
8229,    881, 17.3,     1023.87, 82.7,  3455.56, 22.0
8230,    796, 13.4,      966.25, 86.6,  3609.30, 20.2
8231,    914, 18.1,     1057.69, 81.9,  3348.20, 23.7
8232,    797, 14.2,      960.65, 85.8,  3632.19, 21.5
8233,    811, 16.4,      980.48, 83.6,  3669.05, 21.3
8234,    796, 14.9,      974.41, 85.1,  3554.33, 18.8
8235,    774, 14.6,      948.28, 85.4,  3627.96, 20.4
8236,    841, 14.1,      991.44, 85.9,  3589.79, 23.9
8237,   1133, 24.0,     1210.02, 76.0,  2920.84, 25.7
8238,    949, 18.5,     1073.55, 81.5,  3367.75, 22.4
8239,    805, 16.4,      964.85, 83.6,  3607.44, 19.4
8240,    886, 16.6,     1008.70, 83.4,  3559.18, 17.8
8241,    880, 16.1,     1019.20, 83.9,  3422.03, 21.4
8242,   1025, 20.1,     1113.21, 79.9,  3111.44, 22.2
8243,    903, 17.3,     1060.72, 82.7,  3453.60, 17.6
8244,    966, 20.4,     1085.22, 79.6,  3270.01, 23.3
8245,    833, 15.7,      988.64, 84.3,  3588.67, 20.4
8246,    964, 20.4,     1075.19, 79.6,  3288.86, 22.8
8247,    809, 13.0,      965.08, 87.0,  3599.03, 19.8
8248,   1048, 20.5,     1157.07, 79.5,  3139.16, 26.6
8249,    785, 15.5,      959.25, 84.5,  3597.88, 19.9
8250,    801, 16.4,      973.94, 83.6,  3615.70, 19.1
8251,    808, 16.6,      970.44, 83.4,  3646.43, 20.5
8252,    800, 16.0,      950.38, 84.0,  3713.46, 19.2
8253,    806, 15.5,      966.48, 84.5,  3563.66, 21.5
8254,    806, 16.0,      991.44, 84.0,  3531.02, 20.2
8255,    883, 16.9,     1014.30, 83.1,  3629.87, 23.1
8256,    768, 13.9,      948.98, 86.1,  3731.72, 21.0
8257,    898, 16.5,     1040.43, 83.5,  3341.72, 21.9
8258,    842, 15.3,      993.54, 84.7,  3478.45, 18.4
8259,    917, 17.1,     1057.22, 82.9,  3457.49, 22.0
8260,   1036, 22.0,     1143.31, 78.0,  3174.47, 14.4
8261,    847, 15.8,      983.74, 84.2,  3559.58, 19.4
8262,    799, 12.0,      953.42, 88.0,  3503.42, 19.1
8263,    780, 16.0,      961.81, 84.0,  3663.43, 21.3
8264,    809, 15.1,      960.18, 84.9,  3686.26, 20.4
8265,    827, 15.6,      980.94, 84.4,  3409.04, 19.2
8266,    822, 14.8,      983.74, 85.2,  3709.46, 20.0
8267,    772, 13.6,      948.75, 86.4,  3595.66, 20.1
8268,   1045, 21.2,     1137.94, 78.8,  3186.50, 25.3
8269,    737, 11.4,      933.82, 88.6,  3589.36, 20.5
8270,    835, 15.0,      986.07, 85.0,  3639.56, 22.3
8271,    843, 13.6,     1025.97, 86.4,  3485.11, 22.9
8272,    813, 15.1,      974.88, 84.9,  3585.09, 18.7
8273,    825, 16.7,      983.51, 83.3,  3536.34, 19.0
8274,    826, 14.2,      986.77, 85.8,  3446.17, 20.1
8275,    936, 17.8,     1082.42, 82.2,  3171.71, 21.6
8276,    815, 14.0,      980.01, 86.0,  3620.92, 19.4
8277,    836, 17.0,     1002.64, 83.0,  3550.49, 22.7
8278,    831, 16.0,      990.74, 84.0,  3471.73, 19.0
8279,    807, 16.2,      957.38, 83.8,  3583.44, 19.5
8280,    973, 20.0,     1105.98, 80.0,  3105.28, 24.7
8281,    893, 17.4,     1040.90, 82.6,  3509.13, 21.5
8282,   1119, 21.2,     1199.53, 78.8,  2847.34, 27.3
8283,    758, 12.9,      948.52, 87.1,  3724.71, 22.8
8284,    948, 20.1,     1032.50, 79.9,  3376.33, 20.0
8285,    771, 14.8,      945.02, 85.2,  3700.01, 20.5
8286,    822, 16.2,      981.64, 83.8,  3520.38, 20.0
8287,    850, 17.1,      986.77, 82.9,  3548.17, 18.4
8288,    823, 15.7,      973.24, 84.3,  3692.65, 19.7
8289,    851, 16.6,     1008.00, 83.4,  3511.86, 19.2
8290,    854, 17.7,     1010.34, 82.3,  3493.52, 19.6
8291,    821, 16.0,      973.48, 84.0,  3573.48, 19.1
8292,    804, 14.8,      981.41, 85.2,  3573.48, 19.3
8293,    997, 18.2,     1142.37, 81.8,  3228.04, 15.8
8294,    777, 15.1,      944.78, 84.9,  3693.36, 19.8
8295,    764, 13.4,      946.88, 86.6,  3722.22, 20.3
8296,    978, 20.4,     1097.35, 79.6,  3261.66, 25.7
8297,    850, 16.2,     1022.47, 83.8,  3506.00, 22.2
8298,    796, 16.2,      955.05, 83.8,  3617.42, 21.1
8299,    844, 17.8,      984.91, 82.2,  3570.28, 18.8
8300,    912, 18.3,     1064.46, 81.7,  3393.83, 21.6
8301,    830, 16.0,      970.21, 84.0,  3648.83, 19.0
8302,    828, 15.7,      984.21, 84.3,  3680.19, 19.0
8303,    886, 18.2,     1035.76, 81.8,  3477.19, 21.6
8304,    836, 16.5,      990.27, 83.5,  3454.35, 19.6
8305,   1048, 22.2,     1147.50, 77.8,  3253.56, 24.4
8306,    944, 19.5,     1072.39, 80.5,  3330.50, 21.7
8307,    779, 12.1,      955.28, 87.9,  3648.52, 21.2
8308,    824, 17.2,      969.05, 82.8,  3446.63, 19.1
8309,    834, 16.8,      994.47, 83.2,  3496.16, 19.3
8310,   1074, 20.5,     1171.77, 79.5,  2874.28, 27.5
8311,    778, 14.1,      948.98, 85.9,  3728.00, 20.6
8312,    844, 18.8,      992.61, 81.2,  3480.14, 19.5
8313,   1089, 22.5,     1168.27, 77.5,  3037.85, 25.3
8314,    951, 18.3,     1098.98, 81.7,  3207.18, 24.7
8315,   1009, 21.6,     1113.21, 78.4,  3168.23, 23.1
8316,    783, 14.0,      955.75, 86.0,  3608.76, 20.4
8317,    844, 18.4,      984.44, 81.6,  3458.38, 19.7
8318,    967, 18.0,     1093.15, 82.0,  3390.31, 15.9
8319,    893, 19.5,     1039.96, 80.5,  3379.90, 16.9
8320,    864, 16.4,      997.27, 83.6,  3438.04, 22.7
8321,    860, 18.1,     1016.40, 81.9,  3559.53, 20.3
8322,   1055, 20.4,     1164.07, 79.6,  3074.07, 14.5
8323,    983, 19.5,     1095.72, 80.5,  3369.65, 24.3
8324,    879, 17.3,     1026.20, 82.7,  3393.03, 23.2
8325,    768, 12.9,      947.35, 87.1,  3717.91, 21.1
8326,    820, 16.8,      977.44, 83.2,  3524.66, 18.5
8327,    811, 14.8,      959.71, 85.2,  3731.65, 19.7
8328,    928, 18.6,     1055.59, 81.4,  3486.73, 24.2
8329,    822, 17.2,      969.74, 82.8,  3573.49, 19.3
8330,    826, 15.7,      989.81, 84.3,  3633.03, 22.6
8331,    933, 18.2,     1078.45, 81.8,  3398.82, 25.1
8332,    882, 17.1,     1026.20, 82.9,  3366.20, 21.3
8333,    849, 17.4,     1011.04, 82.6,  3468.13, 20.3
8334,    860, 18.4,     1003.10, 81.6,  3479.42, 19.3
8335,    830, 15.9,      996.81, 84.1,  3482.59, 21.8
8336,    819, 15.9,      973.24, 84.1,  3582.53, 19.0
8337,    785, 14.1,      970.21, 85.9,  3443.97, 20.4
8338,    964, 16.1,     1092.68, 83.9,  3192.19, 16.0
8339,    971, 19.1,     1092.22, 80.9,  3220.39, 24.7
8340,    794, 15.1,      961.11, 84.9,  3541.79, 20.0
8341,    754, 13.8,      929.39, 86.2,  3727.65, 20.7
8342,    781, 13.6,      953.42, 86.4,  3653.84, 20.9
8343,    883, 17.3,     1027.83, 82.7,  3404.94, 21.0
8344,    767, 14.0,      951.55, 86.0,  3643.78, 21.0
8345,    848, 15.8,      994.94, 84.2,  3572.08, 20.3
8346,    863, 17.4,     1026.90, 82.6,  3529.05, 22.5
8347,    805, 15.0,      969.74, 85.0,  3554.62, 19.8
8348,    757, 10.4,      922.39, 89.6,  3603.82, 20.2
8349,    854, 16.7,     1001.94, 83.3,  3488.79, 20.7
8350,    974, 18.8,     1106.68, 81.2,  3262.06, 23.5
8351,    892, 20.1,     1028.53, 79.9,  3541.88, 17.2
8352,   1011, 21.0,     1114.61, 79.0,  3290.59, 15.1
8353,    774, 15.1,      955.51, 84.9,  3671.38, 20.7
8354,    854, 13.9,     1007.54, 86.1,  3505.11, 19.6
8355,    836, 16.5,      987.01, 83.5,  3569.62, 21.4
8356,    834, 15.7,      991.67, 84.3,  3572.84, 19.3
8357,    904, 19.0,     1055.13, 81.0,  3413.63, 22.5
8358,    827, 16.0,      991.44, 84.0,  3572.63, 19.6
8359,    829, 14.7,      984.67, 85.3,  3502.75, 19.5
8360,    799, 14.8,      966.01, 85.2,  3623.81, 21.0
8361,    819, 13.7,      983.74, 86.3,  3579.85, 22.0
8362,   1116, 23.4,     1206.29, 76.6,  3046.07, 25.6
8363,   1024, 20.0,     1135.14, 80.0,  3157.12, 26.1
8364,    781, 12.8,      947.35, 87.2,  3582.93, 20.5
8365,    795, 15.2,      953.88, 84.8,  3678.68, 19.7
8366,    809, 16.4,      971.38, 83.6,  3616.97, 20.0
8367,    903, 18.7,     1063.52, 81.3,  3358.42, 25.7
8368,    824, 14.6,      986.31, 85.4,  3519.77, 19.4
8369,    776, 15.6,      967.65, 84.4,  3625.74, 22.0
8370,    793, 15.9,      963.91, 84.1,  3580.57, 19.3
8371,    807, 15.6,      977.68, 84.4,  3626.48, 20.2
8372,    811, 14.1,      972.31, 85.9,  3553.08, 20.2
8373,    805, 15.9,      952.95, 84.1,  3719.51, 20.7
8374,   1041, 20.9,     1138.41, 79.1,  3022.03, 24.5
8375,    865, 15.7,     1033.66, 84.3,  3386.98, 24.5
8376,    942, 17.6,     1078.69, 82.4,  3302.53, 15.9
8377,    821, 16.9,      988.41, 83.1,  3556.45, 20.2
8378,    793, 15.0,      965.08, 85.0,  3633.65, 19.2
8379,    886, 18.3,     1006.84, 81.7,  3421.57, 21.0
8380,    767, 15.9,      955.75, 84.1,  3634.95, 20.1
8381,    928, 19.8,     1035.30, 80.2,  3535.21, 19.8
8382,   1055, 20.9,     1161.03, 79.1,  3146.93, 14.9
8383,    803, 15.9,      971.14, 84.1,  3537.68, 19.7
8384,    846, 16.8,     1002.64, 83.2,  3514.52, 19.0
8385,    803, 13.6,      963.91, 86.4,  3599.05, 20.4
8386,    831, 17.1,      984.44, 82.9,  3537.73, 19.6
8387,    990, 21.7,     1080.55, 78.3,  3220.25, 20.9
8388,    838, 17.3,      996.11, 82.7,  3587.90, 21.7
8389,    764, 15.3,      950.62, 84.7,  3737.34, 20.4
8390,   1073, 21.2,     1168.73, 78.8,  2966.84, 26.0
8391,    824, 17.6,      971.61, 82.4,  3689.43, 19.7
8392,    829, 15.1,      990.51, 84.9,  3587.22, 20.0
8393,    845, 16.8,     1015.93, 83.2,  3528.63, 19.2
8394,    818, 15.2,      966.48, 84.8,  3509.17, 19.4
8395,   1013, 19.7,     1142.84, 80.3,  3380.88, 15.8
8396,    906, 21.0,     1040.66, 79.0,  3422.73, 22.5
8397,    830, 14.1,     1001.00, 85.9,  3507.27, 21.2
8398,   1116, 23.4,     1211.89, 76.6,  2870.26, 25.0
8399,    794, 14.0,      972.31, 86.0,  3618.82, 20.5
8400,    772, 14.5,      955.05, 85.5,  3628.64, 21.0
8401,    788, 13.3,      958.08, 86.7,  3685.52, 20.3
8402,    841, 14.7,      994.01, 85.3,  3565.92, 21.0
8403,    814, 17.4,      984.21, 82.6,  3577.00, 20.3
8404,    805, 15.7,      970.68, 84.3,  3595.02, 20.2
8405,    776, 11.6,      942.68, 88.4,  3693.05, 21.0
8406,    822, 15.6,      982.34, 84.4,  3547.63, 19.1
8407,    771, 14.8,      958.78, 85.2,  3607.47, 20.5
8408,    875, 16.0,     1013.60, 84.0,  3418.45, 17.6
8409,    830, 16.7,      984.91, 83.3,  3580.22, 18.3
8410,    935, 17.9,     1073.32, 82.1,  3438.42, 23.5
8411,    820, 15.9,      995.87, 84.1,  3458.70, 18.9
8412,    739, 14.5,      943.62, 85.5,  3659.36, 21.0
8413,    813, 13.5,      965.78, 86.5,  3634.00, 20.5
8414,    805, 14.4,      971.38, 85.6,  3703.44, 20.7
8415,    877, 19.6,     1013.14, 80.4,  3591.25, 20.8
8416,    810, 15.3,      971.38, 84.7,  3629.07, 21.4
8417,    834, 15.5,      985.14, 84.5,  3616.15, 18.8
8418,    799, 13.1,      963.68, 86.9,  3555.97, 20.4
8419,    882, 17.3,     1036.70, 82.7,  3498.75, 21.8
8420,    802, 14.6,      981.88, 85.4,  3492.18, 19.2
8421,    917, 17.4,     1046.73, 82.6,  3465.46, 20.8
8422,    881, 17.8,     1016.87, 82.2,  3420.10, 17.5
8423,    834, 17.7,      993.07, 82.3,  3562.15, 19.9
